date,order_id,item,category,revenue
9/15/2025,106000,Cold Brew,Drink,4.75
9/15/2025,106001,Turkey Pesto Panini,Food,6.95
9/15/2025,106002,Caramel Macchiato,Drink,5.95
9/15/2025,106003,Turkey Pesto Panini,Food,6.95
9/15/2025,106004,Caramel Macchiato,Drink,5.95
9/15/2025,106005,Caffè Latte,Drink,5.25
9/15/2025,106006,Blueberry Muffin,Food,3.45
9/15/2025,106007,Spinach Feta Wrap,Food,9.9
9/15/2025,106008,Cold Brew,Drink,4.75
9/15/2025,106009,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,106010,Caffè Latte,Drink,5.25
9/15/2025,106011,Croissant,Food,3.25
9/15/2025,106012,Blueberry Muffin,Food,3.45
9/15/2025,106013,Croissant,Food,3.25
9/15/2025,106014,Croissant,Food,3.25
9/15/2025,106015,Blueberry Muffin,Food,6.9
9/15/2025,106016,Pumpkin Spice Latte,Seasonal,12.5
9/15/2025,106017,Croissant,Food,6.5
9/15/2025,106018,Pumpkin Spice Latte,Seasonal,12.5
9/15/2025,106019,Turkey Pesto Panini,Food,6.95
9/15/2025,106020,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,106021,Americano,Drink,3.95
9/15/2025,106022,Caffè Latte,Drink,5.25
9/15/2025,106023,Pumpkin Spice Latte,Seasonal,12.5
9/15/2025,106024,Pumpkin Spice Latte,Seasonal,12.5
9/15/2025,106025,Cold Brew,Drink,9.5
9/15/2025,106026,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,106027,Cold Brew,Drink,4.75
9/15/2025,106028,Blueberry Muffin,Food,3.45
9/15/2025,106029,Caramel Macchiato,Drink,5.95
9/15/2025,106030,Cold Brew,Drink,9.5
9/15/2025,106031,Matcha Latte,Drink,10.9
9/15/2025,106032,Turkey Pesto Panini,Food,6.95
9/15/2025,106033,Turkey Pesto Panini,Food,13.9
9/15/2025,106034,Caramel Macchiato,Drink,5.95
9/15/2025,106035,Matcha Latte,Drink,5.45
9/15/2025,106036,Croissant,Food,6.5
9/15/2025,106037,Croissant,Food,3.25
9/15/2025,106038,Croissant,Food,6.5
9/15/2025,106039,Caffè Latte,Drink,5.25
9/16/2025,106040,Americano,Drink,3.95
9/16/2025,106041,Blueberry Muffin,Food,3.45
9/16/2025,106042,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,106043,Turkey Pesto Panini,Food,6.95
9/16/2025,106044,Spinach Feta Wrap,Food,4.95
9/16/2025,106045,Croissant,Food,3.25
9/16/2025,106046,Spinach Feta Wrap,Food,4.95
9/16/2025,106047,Blueberry Muffin,Food,3.45
9/16/2025,106048,Caffè Latte,Drink,5.25
9/16/2025,106049,Croissant,Food,6.5
9/16/2025,106050,Blueberry Muffin,Food,3.45
9/16/2025,106051,Caramel Macchiato,Drink,5.95
9/16/2025,106052,Cold Brew,Drink,4.75
9/16/2025,106053,Caffè Latte,Drink,5.25
9/16/2025,106054,Caffè Latte,Drink,10.5
