date,order_id,item,category,revenue
9/15/2025,2000,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,2001,Caffè Latte,Drink,5.25
9/15/2025,2002,Cold Brew,Drink,4.75
9/15/2025,2003,Caramel Macchiato,Drink,5.95
9/15/2025,2004,Cold Brew,Drink,4.75
9/15/2025,2005,Caramel Macchiato,Drink,5.95
9/15/2025,2006,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,2007,Spinach Feta Wrap,Food,4.95
9/15/2025,2008,Turkey Pesto Panini,Food,13.9
9/15/2025,2009,Blueberry Muffin,Food,3.45
9/15/2025,2010,Caffè Latte,Drink,5.25
9/15/2025,2011,Caramel Macchiato,Drink,11.9
9/15/2025,2012,Blueberry Muffin,Food,3.45
9/15/2025,2013,Blueberry Muffin,Food,3.45
9/15/2025,2014,Blueberry Muffin,Food,3.45
9/15/2025,2015,Americano,Drink,3.95
9/15/2025,2016,Turkey Pesto Panini,Food,13.9
9/15/2025,2017,Americano,Drink,3.95
9/15/2025,2018,Americano,Drink,3.95
9/15/2025,2019,Turkey Pesto Panini,Food,6.95
9/15/2025,2020,Turkey Pesto Panini,Food,6.95
9/15/2025,2021,Turkey Pesto Panini,Food,13.9
9/15/2025,2022,Blueberry Muffin,Food,3.45
9/15/2025,2023,Croissant,Food,3.25
9/15/2025,2024,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,2025,Turkey Pesto Panini,Food,6.95
9/15/2025,2026,Matcha Latte,Drink,5.45
9/15/2025,2027,Pumpkin Spice Latte,Seasonal,12.5
9/15/2025,2028,Caramel Macchiato,Drink,5.95
9/15/2025,2029,Spinach Feta Wrap,Food,4.95
9/15/2025,2030,Croissant,Food,3.25
9/15/2025,2031,Caffè Latte,Drink,5.25
9/15/2025,2032,Croissant,Food,3.25
9/15/2025,2033,Caffè Latte,Drink,5.25
9/15/2025,2034,Caffè Latte,Drink,5.25
9/15/2025,2035,Croissant,Food,3.25
9/15/2025,2036,Matcha Latte,Drink,5.45
9/15/2025,2037,Matcha Latte,Drink,10.9
9/15/2025,2038,Blueberry Muffin,Food,3.45
9/15/2025,2039,Caramel Macchiato,Drink,11.9
9/16/2025,2040,Cold Brew,Drink,9.5
9/16/2025,2041,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,2042,Turkey Pesto Panini,Food,6.95
9/16/2025,2043,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,2044,Americano,Drink,7.9
9/16/2025,2045,Americano,Drink,3.95
9/16/2025,2046,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,2047,Caffè Latte,Drink,5.25
9/16/2025,2048,Croissant,Food,3.25
9/16/2025,2049,Caramel Macchiato,Drink,5.95
9/16/2025,2050,Blueberry Muffin,Food,3.45
9/16/2025,2051,Americano,Drink,3.95
9/16/2025,2052,Spinach Feta Wrap,Food,4.95
9/16/2025,2053,Turkey Pesto Panini,Food,6.95
9/16/2025,2054,Croissant,Food,3.25
9/16/2025,2055,Blueberry Muffin,Food,3.45
9/16/2025,2056,Turkey Pesto Panini,Food,6.95
9/16/2025,2057,Matcha Latte,Drink,10.9
9/16/2025,2058,Spinach Feta Wrap,Food,9.9
