date,order_id,item,category,revenue
9/15/2025,110000,Pumpkin Spice Latte,Seasonal,12.5
9/15/2025,110001,Americano,Drink,3.95
9/15/2025,110002,Matcha Latte,Drink,10.9
9/15/2025,110003,Cold Brew,Drink,4.75
9/15/2025,110004,Blueberry Muffin,Food,3.45
9/15/2025,110005,Matcha Latte,Drink,5.45
9/15/2025,110006,Matcha Latte,Drink,10.9
9/15/2025,110007,Blueberry Muffin,Food,3.45
9/15/2025,110008,Cold Brew,Drink,4.75
9/15/2025,110009,Croissant,Food,3.25
9/15/2025,110010,Caramel Macchiato,Drink,5.95
9/15/2025,110011,Croissant,Food,3.25
9/15/2025,110012,Cold Brew,Drink,4.75
9/15/2025,110013,Caffè Latte,Drink,5.25
9/15/2025,110014,Cold Brew,Drink,4.75
9/15/2025,110015,Matcha Latte,Drink,10.9
9/15/2025,110016,Croissant,Food,3.25
9/15/2025,110017,Croissant,Food,3.25
9/15/2025,110018,Americano,Drink,3.95
9/15/2025,110019,Matcha Latte,Drink,10.9
9/15/2025,110020,Americano,Drink,3.95
9/15/2025,110021,Caramel Macchiato,Drink,5.95
9/15/2025,110022,Matcha Latte,Drink,5.45
9/15/2025,110023,Spinach Feta Wrap,Food,4.95
9/15/2025,110024,Cold Brew,Drink,4.75
9/15/2025,110025,Caramel Macchiato,Drink,5.95
9/15/2025,110026,Turkey Pesto Panini,Food,6.95
9/15/2025,110027,Matcha Latte,Drink,10.9
9/15/2025,110028,Blueberry Muffin,Food,3.45
9/15/2025,110029,Caramel Macchiato,Drink,5.95
9/15/2025,110030,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,110031,Blueberry Muffin,Food,3.45
9/15/2025,110032,Caffè Latte,Drink,5.25
9/15/2025,110033,Cold Brew,Drink,4.75
9/15/2025,110034,Matcha Latte,Drink,10.9
9/15/2025,110035,Blueberry Muffin,Food,3.45
9/15/2025,110036,Cold Brew,Drink,4.75
9/15/2025,110037,Matcha Latte,Drink,5.45
9/15/2025,110038,Caramel Macchiato,Drink,11.9
9/15/2025,110039,Caffè Latte,Drink,10.5
9/16/2025,110040,Blueberry Muffin,Food,3.45
9/16/2025,110041,Matcha Latte,Drink,5.45
9/16/2025,110042,Blueberry Muffin,Food,3.45
9/16/2025,110043,Pumpkin Spice Latte,Seasonal,12.5
9/16/2025,110044,Cold Brew,Drink,4.75
9/16/2025,110045,Turkey Pesto Panini,Food,13.9
9/16/2025,110046,Matcha Latte,Drink,5.45
9/16/2025,110047,Americano,Drink,7.9
9/16/2025,110048,Croissant,Food,6.5
9/16/2025,110049,Turkey Pesto Panini,Food,6.95
9/16/2025,110050,Cold Brew,Drink,4.75
9/16/2025,110051,Turkey Pesto Panini,Food,13.9
9/16/2025,110052,Cold Brew,Drink,4.75
9/16/2025,110053,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,110054,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,110055,Cold Brew,Drink,4.75
9/16/2025,110056,Turkey Pesto Panini,Food,6.95
9/16/2025,110057,Matcha Latte,Drink,5.45
9/16/2025,110058,Croissant,Food,3.25
9/16/2025,110059,Croissant,Food,3.25
9/16/2025,110060,Americano,Drink,3.95
9/16/2025,110061,Blueberry Muffin,Food,3.45
9/16/2025,110062,Cold Brew,Drink,4.75
9/16/2025,110063,Cold Brew,Drink,4.75
9/16/2025,110064,Cold Brew,Drink,9.5
9/16/2025,110065,Matcha Latte,Drink,5.45
9/16/2025,110066,Caramel Macchiato,Drink,5.95
9/16/2025,110067,Cold Brew,Drink,9.5
9/16/2025,110068,Croissant,Food,3.25
9/16/2025,110069,Caffè Latte,Drink,10.5
9/16/2025,110070,Croissant,Food,3.25
9/16/2025,110071,Caramel Macchiato,Drink,11.9
9/16/2025,110072,Matcha Latte,Drink,5.45
9/16/2025,110073,Blueberry Muffin,Food,3.45
9/16/2025,110074,Caramel Macchiato,Drink,5.95
9/16/2025,110075,Blueberry Muffin,Food,3.45
9/16/2025,110076,Blueberry Muffin,Food,6.9
9/16/2025,110077,Caramel Macchiato,Drink,5.95
9/16/2025,110078,Americano,Drink,7.9
9/16/2025,110079,Spinach Feta Wrap,Food,4.95
9/17/2025,110080,Americano,Drink,3.95
9/17/2025,110081,Croissant,Food,3.25
9/17/2025,110082,Turkey Pesto Panini,Food,13.9
9/17/2025,110083,Cold Brew,Drink,4.75
9/17/2025,110084,Cold Brew,Drink,9.5
9/17/2025,110085,Croissant,Food,3.25
9/17/2025,110086,Americano,Drink,3.95
9/17/2025,110087,Pumpkin Spice Latte,Seasonal,6.25
9/17/2025,110088,Caffè Latte,Drink,5.25
9/17/2025,110089,Matcha Latte,Drink,5.45
9/17/2025,110090,Americano,Drink,3.95
9/17/2025,110091,Cold Brew,Drink,9.5
9/17/2025,110092,Pumpkin Spice Latte,Seasonal,12.5
9/17/2025,110093,Turkey Pesto Panini,Food,6.95
9/17/2025,110094,Croissant,Food,3.25
9/17/2025,110095,Matcha Latte,Drink,10.9
9/17/2025,110096,Croissant,Food,3.25
9/17/2025,110097,Americano,Drink,3.95
9/17/2025,110098,Spinach Feta Wrap,Food,4.95
9/17/2025,110099,Matcha Latte,Drink,5.45
9/17/2025,110100,Spinach Feta Wrap,Food,9.9
9/17/2025,110101,Spinach Feta Wrap,Food,4.95
9/17/2025,110102,Blueberry Muffin,Food,6.9
9/17/2025,110103,Spinach Feta Wrap,Food,9.9
9/17/2025,110104,Pumpkin Spice Latte,Seasonal,6.25
9/17/2025,110105,Caffè Latte,Drink,5.25
9/17/2025,110106,Croissant,Food,3.25
9/17/2025,110107,Caffè Latte,Drink,10.5
9/17/2025,110108,Pumpkin Spice Latte,Seasonal,12.5
9/17/2025,110109,Pumpkin Spice Latte,Seasonal,6.25
9/17/2025,110110,Blueberry Muffin,Food,6.9
9/17/2025,110111,Matcha Latte,Drink,5.45
9/17/2025,110112,Turkey Pesto Panini,Food,6.95
9/17/2025,110113,Spinach Feta Wrap,Food,9.9
9/17/2025,110114,Spinach Feta Wrap,Food,4.95
9/17/2025,110115,Matcha Latte,Drink,5.45
9/17/2025,110116,Caramel Macchiato,Drink,5.95
9/17/2025,110117,Caffè Latte,Drink,5.25
9/17/2025,110118,Caramel Macchiato,Drink,11.9
9/17/2025,110119,Americano,Drink,7.9
9/18/2025,110120,Caramel Macchiato,Drink,5.95
9/18/2025,110121,Pumpkin Spice Latte,Seasonal,6.25
9/18/2025,110122,Matcha Latte,Drink,5.45
9/18/2025,110123,Cold Brew,Drink,4.75
9/18/2025,110124,Pumpkin Spice Latte,Seasonal,12.5
9/18/2025,110125,Blueberry Muffin,Food,3.45
9/18/2025,110126,Blueberry Muffin,Food,3.45
9/18/2025,110127,Turkey Pesto Panini,Food,13.9
9/18/2025,110128,Cold Brew,Drink,9.5
9/18/2025,110129,Americano,Drink,3.95
9/18/2025,110130,Cold Brew,Drink,9.5
9/18/2025,110131,Spinach Feta Wrap,Food,4.95
9/18/2025,110132,Cold Brew,Drink,4.75
9/18/2025,110133,Blueberry Muffin,Food,3.45
9/18/2025,110134,Caffè Latte,Drink,5.25
9/18/2025,110135,Croissant,Food,3.25
9/18/2025,110136,Pumpkin Spice Latte,Seasonal,6.25
9/18/2025,110137,Pumpkin Spice Latte,Seasonal,6.25
9/18/2025,110138,Cold Brew,Drink,4.75
