date,order_id,item,category,revenue
9/15/2025,105000,Blueberry Muffin,Food,3.45
9/15/2025,105001,Croissant,Food,3.25
9/15/2025,105002,Pumpkin Spice Latte,Seasonal,12.5
9/15/2025,105003,Turkey Pesto Panini,Food,6.95
9/15/2025,105004,Caramel Macchiato,Drink,5.95
9/15/2025,105005,Cold Brew,Drink,4.75
9/15/2025,105006,Turkey Pesto Panini,Food,6.95
9/15/2025,105007,Croissant,Food,3.25
9/15/2025,105008,Turkey Pesto Panini,Food,6.95
9/15/2025,105009,Matcha Latte,Drink,5.45
9/15/2025,105010,Blueberry Muffin,Food,3.45
9/15/2025,105011,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,105012,Spinach Feta Wrap,Food,9.9
9/15/2025,105013,Caffè Latte,Drink,5.25
9/15/2025,105014,Caffè Latte,Drink,5.25
9/15/2025,105015,Caffè Latte,Drink,10.5
9/15/2025,105016,Turkey Pesto Panini,Food,13.9
9/15/2025,105017,Croissant,Food,3.25
9/15/2025,105018,Blueberry Muffin,Food,3.45
9/15/2025,105019,Blueberry Muffin,Food,3.45
9/15/2025,105020,Cold Brew,Drink,9.5
9/15/2025,105021,Matcha Latte,Drink,10.9
9/15/2025,105022,Americano,Drink,3.95
9/15/2025,105023,Americano,Drink,3.95
9/15/2025,105024,Turkey Pesto Panini,Food,6.95
9/15/2025,105025,Blueberry Muffin,Food,6.9
9/15/2025,105026,Americano,Drink,3.95
9/15/2025,105027,Americano,Drink,7.9
9/15/2025,105028,Croissant,Food,6.5
9/15/2025,105029,Spinach Feta Wrap,Food,4.95
9/15/2025,105030,Caffè Latte,Drink,5.25
9/15/2025,105031,Croissant,Food,3.25
9/15/2025,105032,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,105033,Turkey Pesto Panini,Food,6.95
9/15/2025,105034,Blueberry Muffin,Food,3.45
9/15/2025,105035,Caffè Latte,Drink,5.25
9/15/2025,105036,Caffè Latte,Drink,5.25
9/15/2025,105037,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,105038,Blueberry Muffin,Food,3.45
9/15/2025,105039,Turkey Pesto Panini,Food,6.95
9/16/2025,105040,Spinach Feta Wrap,Food,4.95
9/16/2025,105041,Turkey Pesto Panini,Food,6.95
9/16/2025,105042,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,105043,Americano,Drink,7.9
9/16/2025,105044,Caramel Macchiato,Drink,11.9
9/16/2025,105045,Caramel Macchiato,Drink,11.9
9/16/2025,105046,Cold Brew,Drink,4.75
9/16/2025,105047,Blueberry Muffin,Food,3.45
9/16/2025,105048,Caffè Latte,Drink,5.25
9/16/2025,105049,Spinach Feta Wrap,Food,4.95
9/16/2025,105050,Caffè Latte,Drink,10.5
9/16/2025,105051,Spinach Feta Wrap,Food,9.9
9/16/2025,105052,Spinach Feta Wrap,Food,4.95
9/16/2025,105053,Caramel Macchiato,Drink,5.95
9/16/2025,105054,Caramel Macchiato,Drink,5.95
9/16/2025,105055,Caffè Latte,Drink,10.5
9/16/2025,105056,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,105057,Croissant,Food,6.5
9/16/2025,105058,Caramel Macchiato,Drink,5.95
9/16/2025,105059,Caramel Macchiato,Drink,5.95
9/16/2025,105060,Americano,Drink,3.95
9/16/2025,105061,Matcha Latte,Drink,5.45
9/16/2025,105062,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,105063,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,105064,Blueberry Muffin,Food,6.9
9/16/2025,105065,Americano,Drink,3.95
9/16/2025,105066,Croissant,Food,6.5
9/16/2025,105067,Pumpkin Spice Latte,Seasonal,6.25
9/16/2025,105068,Spinach Feta Wrap,Food,4.95
9/16/2025,105069,Caramel Macchiato,Drink,5.95
9/16/2025,105070,Americano,Drink,3.95
9/16/2025,105071,Blueberry Muffin,Food,6.9
9/16/2025,105072,Croissant,Food,3.25
9/16/2025,105073,Turkey Pesto Panini,Food,6.95
9/16/2025,105074,Spinach Feta Wrap,Food,4.95
9/16/2025,105075,Turkey Pesto Panini,Food,6.95
9/16/2025,105076,Americano,Drink,3.95
9/16/2025,105077,Caffè Latte,Drink,10.5
9/16/2025,105078,Turkey Pesto Panini,Food,6.95
9/16/2025,105079,Caramel Macchiato,Drink,11.9
9/17/2025,105080,Spinach Feta Wrap,Food,4.95
9/17/2025,105081,Cold Brew,Drink,4.75
9/17/2025,105082,Cold Brew,Drink,4.75
9/17/2025,105083,Matcha Latte,Drink,5.45
9/17/2025,105084,Croissant,Food,3.25
9/17/2025,105085,Croissant,Food,3.25
9/17/2025,105086,Caramel Macchiato,Drink,5.95
9/17/2025,105087,Americano,Drink,3.95
9/17/2025,105088,Cold Brew,Drink,4.75
9/17/2025,105089,Caramel Macchiato,Drink,5.95
9/17/2025,105090,Cold Brew,Drink,9.5
9/17/2025,105091,Cold Brew,Drink,4.75
9/17/2025,105092,Croissant,Food,3.25
9/17/2025,105093,Cold Brew,Drink,9.5
9/17/2025,105094,Turkey Pesto Panini,Food,6.95
9/17/2025,105095,Pumpkin Spice Latte,Seasonal,12.5
9/17/2025,105096,Croissant,Food,3.25
9/17/2025,105097,Cold Brew,Drink,4.75
9/17/2025,105098,Pumpkin Spice Latte,Seasonal,6.25
9/17/2025,105099,Cold Brew,Drink,4.75
9/17/2025,105100,Matcha Latte,Drink,5.45
9/17/2025,105101,Cold Brew,Drink,4.75
