date,order_id,item,category,revenue
9/15/2025,107000,Turkey Pesto Panini,Food,6.95
9/15/2025,107001,Blueberry Muffin,Food,6.9
9/15/2025,107002,Turkey Pesto Panini,Food,13.9
9/15/2025,107003,Cold Brew,Drink,4.75
9/15/2025,107004,Blueberry Muffin,Food,6.9
9/15/2025,107005,Caramel Macchiato,Drink,11.9
9/15/2025,107006,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,107007,Blueberry Muffin,Food,3.45
9/15/2025,107008,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,107009,Turkey Pesto Panini,Food,6.95
9/15/2025,107010,Americano,Drink,3.95
9/15/2025,107011,Caffè Latte,Drink,10.5
9/15/2025,107012,Cold Brew,Drink,4.75
9/15/2025,107013,Matcha Latte,Drink,5.45
9/15/2025,107014,Americano,Drink,3.95
9/15/2025,107015,Cold Brew,Drink,4.75
9/15/2025,107016,Matcha Latte,Drink,10.9
9/15/2025,107017,Croissant,Food,3.25
9/15/2025,107018,Spinach Feta Wrap,Food,4.95
9/15/2025,107019,Americano,Drink,7.9
9/15/2025,107020,Americano,Drink,3.95
9/15/2025,107021,Americano,Drink,3.95
9/15/2025,107022,Matcha Latte,Drink,5.45
9/15/2025,107023,Caramel Macchiato,Drink,11.9
9/15/2025,107024,Turkey Pesto Panini,Food,6.95
9/15/2025,107025,Blueberry Muffin,Food,3.45
9/15/2025,107026,Americano,Drink,3.95
9/15/2025,107027,Caramel Macchiato,Drink,5.95
9/15/2025,107028,Croissant,Food,3.25
9/15/2025,107029,Pumpkin Spice Latte,Seasonal,6.25
9/15/2025,107030,Spinach Feta Wrap,Food,9.9
9/15/2025,107031,Croissant,Food,6.5
9/15/2025,107032,Caffè Latte,Drink,10.5
9/15/2025,107033,Caffè Latte,Drink,10.5
9/15/2025,107034,Caramel Macchiato,Drink,5.95
9/15/2025,107035,Matcha Latte,Drink,5.45
9/15/2025,107036,Americano,Drink,7.9
9/15/2025,107037,Spinach Feta Wrap,Food,4.95
9/15/2025,107038,Spinach Feta Wrap,Food,4.95
9/15/2025,107039,Americano,Drink,3.95
9/16/2025,107040,Matcha Latte,Drink,5.45
9/16/2025,107041,Caramel Macchiato,Drink,11.9
9/16/2025,107042,Caramel Macchiato,Drink,5.95
