date,order_id,item,category,revenue
2025-09-16,111040,Matcha Latte,Drink,5.45
2025-09-16,111041,Matcha Latte,Drink,5.45
2025-09-16,111042,Spinach Feta Wrap,Food,4.95
2025-09-16,111043,Caramel Macchiato,Drink,11.9
2025-09-16,111044,Spinach Feta Wrap,Food,4.95
2025-09-16,111045,Croissant,Food,3.25
2025-09-16,111046,Cold Brew,Drink,4.75
2025-09-16,111047,Blueberry Muffin,Food,3.45
2025-09-16,111048,Blueberry Muffin,Food,6.9
2025-09-16,111049,Americano,Drink,3.95
2025-09-16,111050,Blueberry Muffin,Food,3.45
2025-09-16,111051,Americano,Drink,3.95
2025-09-16,111052,Caramel Macchiato,Drink,5.95
2025-09-16,111053,Caramel Macchiato,Drink,5.95
2025-09-16,111054,Croissant,Food,3.25
2025-09-16,111055,Cold Brew,Drink,4.75
2025-09-16,111056,Americano,Drink,3.95
2025-09-16,111057,Caramel Macchiato,Drink,5.95
2025-09-16,111058,Spinach Feta Wrap,Food,4.95
2025-09-16,111059,Cold Brew,Drink,4.75
2025-09-16,111060,Pumpkin Spice Latte,Seasonal,6.25
2025-09-16,111061,Blueberry Muffin,Food,3.45
2025-09-16,111062,Pumpkin Spice Latte,Seasonal,6.25
2025-09-16,111063,Caramel Macchiato,Drink,5.95
2025-09-16,111064,Americano,Drink,7.9
2025-09-16,111065,Americano,Drink,7.9
2025-09-16,111066,Matcha Latte,Drink,5.45
2025-09-16,111067,Croissant,Food,3.25
2025-09-16,111068,Caffè Latte,Drink,5.25
2025-09-16,111069,Americano,Drink,3.95
2025-09-16,111070,Blueberry Muffin,Food,3.45
2025-09-16,111071,Blueberry Muffin,Food,3.45
2025-09-16,111072,Cold Brew,Drink,9.5
2025-09-16,111073,Pumpkin Spice Latte,Seasonal,12.5
2025-09-16,111074,Pumpkin Spice Latte,Seasonal,6.25
2025-09-16,111075,Matcha Latte,Drink,10.9
2025-09-16,111076,Pumpkin Spice Latte,Seasonal,12.5
2025-09-16,111077,Blueberry Muffin,Food,3.45
2025-09-16,111078,Caramel Macchiato,Drink,5.95
2025-09-16,111079,Spinach Feta Wrap,Food,4.95
