date,order_id,item,category,revenue
2025-09-17,112080,Cold Brew,Drink,9.5
2025-09-17,112081,Spinach Feta Wrap,Food,4.95
2025-09-17,112082,Pumpkin Spice Latte,Seasonal,12.5
2025-09-17,112083,Croissant,Food,6.5
2025-09-17,112084,Croissant,Food,3.25
2025-09-17,112085,Americano,Drink,7.9
2025-09-17,112086,Caramel Macchiato,Drink,11.9
2025-09-17,112087,Cold Brew,Drink,4.75
2025-09-17,112088,Blueberry Muffin,Food,6.9
2025-09-17,112089,Turkey Pesto Panini,Food,6.95
2025-09-17,112090,Pumpkin Spice Latte,Seasonal,12.5
2025-09-17,112091,Cold Brew,Drink,4.75
2025-09-17,112092,Matcha Latte,Drink,5.45
2025-09-17,112093,Blueberry Muffin,Food,3.45
2025-09-17,112094,Croissant,Food,3.25
2025-09-17,112095,Spinach Feta Wrap,Food,9.9
2025-09-17,112096,Blueberry Muffin,Food,3.45
2025-09-17,112097,Americano,Drink,3.95
2025-09-17,112098,Blueberry Muffin,Food,3.45
2025-09-17,112099,Croissant,Food,3.25
2025-09-17,112100,Cold Brew,Drink,4.75
2025-09-17,112101,Caffè Latte,Drink,10.5
2025-09-17,112102,Spinach Feta Wrap,Food,9.9
2025-09-17,112103,Blueberry Muffin,Food,3.45
2025-09-17,112104,Blueberry Muffin,Food,6.9
2025-09-17,112105,Americano,Drink,3.95
2025-09-17,112106,Cold Brew,Drink,4.75
2025-09-17,112107,Matcha Latte,Drink,5.45
2025-09-17,112108,Blueberry Muffin,Food,3.45
2025-09-17,112109,Matcha Latte,Drink,5.45
2025-09-17,112110,Americano,Drink,3.95
2025-09-17,112111,Croissant,Food,3.25
2025-09-17,112112,Caramel Macchiato,Drink,5.95
2025-09-17,112113,Croissant,Food,3.25
2025-09-17,112114,Croissant,Food,3.25
2025-09-17,112115,Americano,Drink,3.95
2025-09-17,112116,Turkey Pesto Panini,Food,13.9
2025-09-17,112117,Turkey Pesto Panini,Food,13.9
2025-09-17,112118,Caramel Macchiato,Drink,5.95
2025-09-17,112119,Turkey Pesto Panini,Food,6.95
