date,order_id,item,category,revenue
2025-09-19,107160,Turkey Pesto Panini,Food,6.95
2025-09-19,107161,Caramel Macchiato,Drink,5.95
2025-09-19,107162,Matcha Latte,Drink,10.9
2025-09-19,107163,Blueberry Muffin,Food,3.45
2025-09-19,107164,Turkey Pesto Panini,Food,13.9
2025-09-19,107165,Pumpkin Spice Latte,Seasonal,6.25
2025-09-19,107166,Caffè Latte,Drink,5.25
2025-09-19,107167,Caramel Macchiato,Drink,11.9
2025-09-19,107168,Blueberry Muffin,Food,3.45
2025-09-19,107169,Caffè Latte,Drink,5.25
2025-09-19,107170,Turkey Pesto Panini,Food,13.9
2025-09-19,107171,Caffè Latte,Drink,5.25
2025-09-19,107172,Blueberry Muffin,Food,3.45
2025-09-19,107173,Blueberry Muffin,Food,3.45
2025-09-19,107174,Spinach Feta Wrap,Food,4.95
2025-09-19,107175,Matcha Latte,Drink,10.9
2025-09-19,107176,Matcha Latte,Drink,10.9
2025-09-19,107177,Blueberry Muffin,Food,3.45
2025-09-19,107178,Cold Brew,Drink,9.5
2025-09-19,107179,Turkey Pesto Panini,Food,13.9
2025-09-19,107180,Caramel Macchiato,Drink,5.95
2025-09-19,107181,Pumpkin Spice Latte,Seasonal,6.25
2025-09-19,107182,Matcha Latte,Drink,5.45
2025-09-19,107183,Cold Brew,Drink,4.75
2025-09-19,107184,Caffè Latte,Drink,5.25
2025-09-19,107185,Blueberry Muffin,Food,3.45
2025-09-19,107186,Caffè Latte,Drink,5.25
2025-09-19,107187,Matcha Latte,Drink,10.9
2025-09-19,107188,Blueberry Muffin,Food,6.9
2025-09-19,107189,Caffè Latte,Drink,5.25
2025-09-19,107190,Pumpkin Spice Latte,Seasonal,6.25
2025-09-19,107191,Pumpkin Spice Latte,Seasonal,6.25
2025-09-19,107192,Blueberry Muffin,Food,3.45
2025-09-19,107193,Cold Brew,Drink,4.75
2025-09-19,107194,Caramel Macchiato,Drink,11.9
2025-09-19,107195,Caffè Latte,Drink,5.25
2025-09-19,107196,Caffè Latte,Drink,5.25
2025-09-19,107197,Americano,Drink,3.95
2025-09-19,107198,Matcha Latte,Drink,5.45
2025-09-19,107199,Turkey Pesto Panini,Food,6.95
