date,order_id,item,category,revenue
2025-09-17,107080,Pumpkin Spice Latte,Seasonal,6.25
2025-09-17,107081,Turkey Pesto Panini,Food,13.9
2025-09-17,107082,Cold Brew,Drink,4.75
2025-09-17,107083,Caramel Macchiato,Drink,11.9
2025-09-17,107084,Spinach Feta Wrap,Food,4.95
2025-09-17,107085,Americano,Drink,3.95
2025-09-17,107086,Croissant,Food,3.25
2025-09-17,107087,Americano,Drink,3.95
2025-09-17,107088,Pumpkin Spice Latte,Seasonal,12.5
2025-09-17,107089,Turkey Pesto Panini,Food,6.95
2025-09-17,107090,Pumpkin Spice Latte,Seasonal,6.25
2025-09-17,107091,Matcha Latte,Drink,5.45
2025-09-17,107092,Blueberry Muffin,Food,3.45
2025-09-17,107093,Turkey Pesto Panini,Food,6.95
2025-09-17,107094,Caramel Macchiato,Drink,5.95
2025-09-17,107095,Turkey Pesto Panini,Food,6.95
2025-09-17,107096,Turkey Pesto Panini,Food,6.95
2025-09-17,107097,Croissant,Food,6.5
2025-09-17,107098,Turkey Pesto Panini,Food,6.95
2025-09-17,107099,Blueberry Muffin,Food,6.9
2025-09-17,107100,Pumpkin Spice Latte,Seasonal,6.25
2025-09-17,107101,Pumpkin Spice Latte,Seasonal,6.25
2025-09-17,107102,Caramel Macchiato,Drink,5.95
2025-09-17,107103,Turkey Pesto Panini,Food,13.9
2025-09-17,107104,Caffè Latte,Drink,10.5
2025-09-17,107105,Caffè Latte,Drink,5.25
2025-09-17,107106,Croissant,Food,3.25
2025-09-17,107107,Caramel Macchiato,Drink,5.95
2025-09-17,107108,Spinach Feta Wrap,Food,4.95
2025-09-17,107109,Pumpkin Spice Latte,Seasonal,6.25
2025-09-17,107110,Matcha Latte,Drink,10.9
2025-09-17,107111,Matcha Latte,Drink,10.9
2025-09-17,107112,Americano,Drink,3.95
2025-09-17,107113,Spinach Feta Wrap,Food,9.9
2025-09-17,107114,Blueberry Muffin,Food,6.9
2025-09-17,107115,Cold Brew,Drink,4.75
2025-09-17,107116,Pumpkin Spice Latte,Seasonal,6.25
2025-09-17,107117,Americano,Drink,3.95
2025-09-17,107118,Blueberry Muffin,Food,3.45
2025-09-17,107119,Blueberry Muffin,Food,6.9
